name,nchars,lr,epoch,train_loss,val_accuracy
"InceptionV1-3500",3500,0.02,1,3.614428980088547,84.64952753580393
"InceptionV1-3500",3500,0.019876883405951378,2,0.4396714394134286,91.45135095231065
"InceptionV1-3500",3500,0.019510565162951538,3,0.2591907057329817,94.10896205521925
"InceptionV1-3500",3500,0.01891006524188368,4,0.19751318825221376,94.82965451055662
"InceptionV1-3500",3500,0.018090169943749474,5,0.160434612514443,95.40547024952015
"InceptionV1-3500",3500,0.017071067811865476,6,0.1356711679825982,95.6592351985826
"InceptionV1-3500",3500,0.015877852522924733,7,0.1165414700881335,95.94991141296323
"InceptionV1-3500",3500,0.014539904997395468,8,0.09975792643083028,95.95637088439392
"InceptionV1-3500",3500,0.013090169943749475,9,0.08573443443126394,96.25166100693932
"InceptionV1-3500",3500,0.011564344650402309,10,0.074443399262337,96.34763029676657
"InceptionV1-3500",3500,0.01,11,0.06444276518228713,96.46943747231656
"InceptionV1-3500",3500,0.008435655349597695,12,0.05575757291426952,96.5737117968404
"InceptionV1-3500",3500,0.006909830056250526,13,0.048020353961842815,96.66968108666765
"InceptionV1-3500",3500,0.005460095002604533,14,0.04229559389784693,96.763804813229
"InceptionV1-3500",3500,0.0041221474770752695,15,0.03738716378442193,96.8403956887642
"InceptionV1-3500",3500,0.0029289321881345253,16,0.033966448915036605,96.84316403366307
"InceptionV1-3500",3500,0.0019098300562505265,17,0.03137451434742494,96.89945371327329
"InceptionV1-3500",3500,0.0010899347581163222,18,0.029714045271922156,96.94097888675624
"InceptionV1-3500",3500,0.0004894348370484647,19,0.02855118610169494,96.94005610512329
"InceptionV1-3500",3500,0.0001231165940486234,20,0.028004342054891163,96.93821054185737
"InceptionV1-3500",3500,0.02,21,0.10635321897553714,95.550346965894
"InceptionV1-3500",3500,0.019876883405951378,22,0.1021088011903298,95.75612727004281
"InceptionV1-3500",3500,0.019510565162951538,23,0.09119974739222951,95.84932821497121
"InceptionV1-3500",3500,0.01891006524188368,24,0.08140256246266633,95.9831315517496
"InceptionV1-3500",3500,0.018090169943749474,25,0.07380096680282329,96.21751808652
"InceptionV1-3500",3500,0.017071067811865476,26,0.06501784892440364,96.34855307839953
"InceptionV1-3500",3500,0.015877852522924733,27,0.057702975616576196,96.37992765391998
"InceptionV1-3500",3500,0.014539904997395468,28,0.050979910549690956,96.63922929278016
"InceptionV1-3500",3500,0.013090169943749475,29,0.044659394441253074,96.62446478665288
"InceptionV1-3500",3500,0.011564344650402309,30,0.03894505754573199,96.74719474383582
"InceptionV1-3500",3500,0.01,31,0.03385649487832593,96.78318322752104
"InceptionV1-3500",3500,0.008435655349597695,32,0.029046040210342256,96.9317510704267
"InceptionV1-3500",3500,0.006909830056250526,33,0.02579091690294173,96.9012992765392
"InceptionV1-3500",3500,0.005460095002604533,34,0.02314189550008192,97.01387863575964
"InceptionV1-3500",3500,0.0041221474770752695,35,0.02131299859507749,97.03325705005167
"InceptionV1-3500",3500,0.0029289321881345253,36,0.019673989747963777,97.05448102760963
"InceptionV1-3500",3500,0.0019098300562505265,37,0.01876164186930607,97.08493282149712
"InceptionV1-3500",3500,0.0010899347581163222,38,0.017961980098125913,97.09785176435848
"InceptionV1-3500",3500,0.0004894348370484647,39,0.017620506331027568,97.11723017865053
"InceptionV1-3500",3500,0.0001231165940486234,40,0.01743086275504698,97.10892514395394
"InceptionV1-3500",3500,0.02,41,0.08352700832146404,95.80411191495645
"InceptionV1-3500",3500,0.019876883405951378,42,0.08675115114538832,95.90746345784733
"InceptionV1-3500",3500,0.019510565162951538,43,0.07746743144785309,96.08832865790639
"InceptionV1-3500",3500,0.01891006524188368,44,0.06921099462828476,96.16768787834047
"InceptionV1-3500",3500,0.018090169943749474,45,0.061143278611093164,96.25166100693932
"InceptionV1-3500",3500,0.017071067811865476,46,0.05443568789392463,96.38730990698362
"InceptionV1-3500",3500,0.015877852522924733,47,0.04820707492262313,96.49619813967223
"InceptionV1-3500",3500,0.014539904997395468,48,0.041761898154489725,96.63738372951424
"InceptionV1-3500",3500,0.013090169943749475,49,0.035307974747020354,96.81732614794035
"InceptionV1-3500",3500,0.011564344650402309,50,0.030838054337248563,96.86161966632216
"InceptionV1-3500",3500,0.01,51,0.026524509337228597,96.94097888675624
"InceptionV1-3500",3500,0.008435655349597695,52,0.02290846999077236,97.01480141739259
"InceptionV1-3500",3500,0.006909830056250526,53,0.02043211664488348,97.0387937398494
"InceptionV1-3500",3500,0.005460095002604533,54,0.018724163111768333,97.16613760519711
"InceptionV1-3500",3500,0.0041221474770752695,55,0.01716153108997938,97.16890595009598
"InceptionV1-3500",3500,0.0029289321881345253,56,0.016184432631721615,97.16982873172893
"InceptionV1-3500",3500,0.0019098300562505265,57,0.0155678999111759,97.19751218071755
"InceptionV1-3500",3500,0.0010899347581163222,58,0.015040750669629671,97.21135390521187
"InceptionV1-3500",3500,0.0004894348370484647,59,0.014710275647825823,97.21965893990846
"InceptionV1-3500",3500,0.0001231165940486234,60,0.014630499888097394,97.20120330724937
"InceptionV1-3500",3500,0.02,61,0.07962543167460005,95.65369850878488
"InceptionV1-3500",3500,0.019876883405951378,62,0.08623015242377473,95.77642846596781
"InceptionV1-3500",3500,0.019510565162951538,63,0.07479480499882517,96.0781780599439
"InceptionV1-3500",3500,0.01891006524188368,64,0.06545277053148901,96.31902406614499
"InceptionV1-3500",3500,0.018090169943749474,65,0.0571082375371375,96.38177321718588
"InceptionV1-3500",3500,0.017071067811865476,66,0.05037570670862829,96.37900487228703
"InceptionV1-3500",3500,0.015877852522924733,67,0.043010457049861485,96.58663073970176
"InceptionV1-3500",3500,0.014539904997395468,68,0.03717914345100573,96.61431418869039
"InceptionV1-3500",3500,0.013090169943749475,69,0.03191220312749204,96.70566957035287
"InceptionV1-3500",3500,0.011564344650402309,70,0.026856913423282492,96.92621438062896
"InceptionV1-3500",3500,0.01,71,0.023360317854113844,96.95482061125055
"InceptionV1-3500",3500,0.008435655349597695,72,0.02063973628638306,97.07385944190167
"InceptionV1-3500",3500,0.006909830056250526,73,0.018385913098972573,97.11538461538461
"InceptionV1-3500",3500,0.005460095002604533,74,0.016683571122126727,97.14860475417098
"InceptionV1-3500",3500,0.0041221474770752695,75,0.01566811705322363,97.18182489295734
"InceptionV1-3500",3500,0.0029289321881345253,76,0.01482464980667273,97.20120330724937
"InceptionV1-3500",3500,0.0019098300562505265,77,0.014290957780908947,97.23257788276982
"InceptionV1-3500",3500,0.0010899347581163222,78,0.013810799714299186,97.24826517053005
"InceptionV1-3500",3500,0.0004894348370484647,79,0.013599695540026489,97.26764358482208
"InceptionV1-3500",3500,0.0001231165940486234,80,0.013523236527861497,97.24272848073232
"InceptionV1-3500",3500,0.02,81,0.07568605637696685,95.79949800679167
"InceptionV1-3500",3500,0.019876883405951378,82,0.08300800328846979,95.85394212313598
"InceptionV1-3500",3500,0.019510565162951538,83,0.07219660227985189,95.995127712978
"InceptionV1-3500",3500,0.01891006524188368,84,0.06285598101596926,96.22859146611546
"InceptionV1-3500",3500,0.018090169943749474,85,0.05517952549635755,96.32363797430976
"InceptionV1-3500",3500,0.017071067811865476,86,0.04850465477628504,96.50450317436882
"InceptionV1-3500",3500,0.015877852522924733,87,0.040166655532729585,96.68167724789606
"InceptionV1-3500",3500,0.014539904997395468,88,0.03445321065136021,96.65676214380629
"InceptionV1-3500",3500,0.013090169943749475,89,0.029809786886969235,96.80071607854717
"InceptionV1-3500",3500,0.011564344650402309,90,0.02524020925108081,96.87269304591761
"InceptionV1-3500",3500,0.01,91,0.0219031971837197,96.98065849697328
"InceptionV1-3500",3500,0.008435655349597695,92,0.018809874202489245,97.0507899010778
"InceptionV1-3500",3500,0.006909830056250526,93,0.01695488649658138,97.2067399970471
"InceptionV1-3500",3500,0.005460095002604533,94,0.015574355860089989,97.15321866233575
"InceptionV1-3500",3500,0.0041221474770752695,95,0.014548954827367795,97.26764358482208
"InceptionV1-3500",3500,0.0029289321881345253,96,0.013830578498864673,97.2390373542005
"InceptionV1-3500",3500,0.0019098300562505265,97,0.013349265011374267,97.25380186032777
"InceptionV1-3500",3500,0.0010899347581163222,98,0.013040426239284371,97.27963974605049
"InceptionV1-3500",3500,0.0004894348370484647,99,0.012867122903506067,97.28425365421526
"InceptionV1-3500",3500,0.0001231165940486234,100,0.012739134183190635,97.27594861951867
"InceptionV1-5000",5000,0.02,1,4.371792036005193,84.43521813628576
"InceptionV1-5000",5000,0.019876883405951378,2,0.458814244153392,92.5477790958218
"InceptionV1-5000",5000,0.019510565162951538,3,0.26768814250826833,93.84934756820878
"InceptionV1-5000",5000,0.01891006524188368,4,0.20593825794963372,94.36140767101621
"InceptionV1-5000",5000,0.018090169943749474,5,0.17083883174539854,94.99472782390932
"InceptionV1-5000",5000,0.017071067811865476,6,0.14768044635808716,95.30908132331619
"InceptionV1-5000",5000,0.015877852522924733,7,0.1288094646581966,95.68670093581126
"InceptionV1-5000",5000,0.014539904997395468,8,0.11433783625252544,95.81652827204428
"InceptionV1-5000",5000,0.013090169943749475,9,0.10133636374311107,95.95953604850402
"InceptionV1-5000",5000,0.011564344650402309,10,0.08984450878342613,96.17371820218796
"InceptionV1-5000",5000,0.01,11,0.0799242385262106,96.16317385000659
"InceptionV1-5000",5000,0.008435655349597695,12,0.07016218131822016,96.36285751944115
"InceptionV1-5000",5000,0.006909830056250526,13,0.06249129434452495,96.42941874258601
"InceptionV1-5000",5000,0.005460095002604533,14,0.05539059300143789,96.50981942796889
